bioguideId,depictionAttribution,depictionImageUrl,name,partyName,state,district,updateDate,url,birthYear,cosponsoredLegislationCount,cosponsoredLegislationUrl,directOrderName,firstName,honorificName,invertedOrderName,lastName,partyHistory,terms,sponsoredLegislationCount,sponsoredLegislationUrl
H000291,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/h000291_200.jpg,"Hart, Philip A.",Democratic,Michigan,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000291?format=json,1912,493,https://api.congress.gov/v3/member/H000291/cosponsored-legislation,Philip A. Hart,PHILIP,MISSING,"Hart, Philip A.",HART,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;endYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1965;endYear:1965;partyAbbreviation:D;partyName:Democratic;startYear:1963;endYear:1963;partyAbbreviation:D;partyName:Democratic;startYear:1961;endYear:1961;partyAbbreviation:D;partyName:Democratic;startYear:1959;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:Senate;congress:86;endYear:1961;memberType:Senator;startYear:1959;stateCode:MI;stateName:Michigan;chamber:Senate;congress:87;endYear:1963;memberType:Senator;startYear:1961;stateCode:MI;stateName:Michigan;chamber:Senate;congress:88;endYear:1965;memberType:Senator;startYear:1963;stateCode:MI;stateName:Michigan;chamber:Senate;congress:89;endYear:1967;memberType:Senator;startYear:1965;stateCode:MI;stateName:Michigan;chamber:Senate;congress:90;endYear:1969;memberType:Senator;startYear:1967;stateCode:MI;stateName:Michigan;chamber:Senate;congress:91;endYear:1971;memberType:Senator;startYear:1969;stateCode:MI;stateName:Michigan;chamber:Senate;congress:92;endYear:1973;memberType:Senator;startYear:1971;stateCode:MI;stateName:Michigan;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:MI;stateName:Michigan;chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:MI;stateName:Michigan;,85,https://api.congress.gov/v3/member/H000291/sponsored-legislation
H000287,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/h000287_200.jpg,"Hart, Gary W.",Democratic,Colorado,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000287?format=json,1936,832,https://api.congress.gov/v3/member/H000287/cosponsored-legislation,Gary W. Hart,GARY,MISSING,"Hart, Gary W.",HART,partyAbbreviation:D;partyName:Democratic;startYear:1975;,chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:CO;stateName:Colorado;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:CO;stateName:Colorado;chamber:Senate;congress:96;endYear:1981;memberType:Senator;startYear:1979;stateCode:CO;stateName:Colorado;chamber:Senate;congress:97;endYear:1983;memberType:Senator;startYear:1981;stateCode:CO;stateName:Colorado;chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:CO;stateName:Colorado;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:CO;stateName:Colorado;,790,https://api.congress.gov/v3/member/H000287/sponsored-legislation
H000170,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/h000170_200.jpg,"Hansen, Clifford P.",Republican,Wyoming,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000170?format=json,1912,455,https://api.congress.gov/v3/member/H000170/cosponsored-legislation,Clifford P. Hansen,CLIFFORD,MISSING,"Hansen, Clifford P.",HANSEN,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;endYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1967;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:Senate;congress:90;endYear:1969;memberType:Senator;startYear:1967;stateCode:WY;stateName:Wyoming;chamber:Senate;congress:91;endYear:1971;memberType:Senator;startYear:1969;stateCode:WY;stateName:Wyoming;chamber:Senate;congress:92;endYear:1973;memberType:Senator;startYear:1971;stateCode:WY;stateName:Wyoming;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:WY;stateName:Wyoming;chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:WY;stateName:Wyoming;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:WY;stateName:Wyoming;,95,https://api.congress.gov/v3/member/H000170/sponsored-legislation
G000531,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/g000531_200.jpg,"Gurney, Edward J.",Republican,Florida,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/G000531?format=json,1914,169,https://api.congress.gov/v3/member/G000531/cosponsored-legislation,Edward J. Gurney,EDWARD,MISSING,"Gurney, Edward J.",GURNEY,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;endYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1967;endYear:1967;partyAbbreviation:R;partyName:Republican;startYear:1965;endYear:1965;partyAbbreviation:R;partyName:Republican;startYear:1963;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:House of Representatives;congress:88;district:11;endYear:1965;memberType:Representative;startYear:1963;stateCode:FL;stateName:Florida;chamber:House of Representatives;congress:89;district:11;endYear:1967;memberType:Representative;startYear:1965;stateCode:FL;stateName:Florida;chamber:House of Representatives;congress:90;district:5;endYear:1969;memberType:Representative;startYear:1967;stateCode:FL;stateName:Florida;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:FL;stateName:Florida;,60,https://api.congress.gov/v3/member/G000531/sponsored-legislation
G000465,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/g000465_200.jpg,"Griffin, Robert P.",Republican,Michigan,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/G000465?format=json,1923,201,https://api.congress.gov/v3/member/G000465/cosponsored-legislation,Robert P. Griffin,ROBERT,MISSING,"Griffin, Robert P.",GRIFFIN,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;endYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1967;endYear:1967;partyAbbreviation:R;partyName:Republican;startYear:1965;endYear:1965;partyAbbreviation:R;partyName:Republican;startYear:1963;endYear:1963;partyAbbreviation:R;partyName:Republican;startYear:1961;endYear:1961;partyAbbreviation:R;partyName:Republican;startYear:1959;endYear:1959;partyAbbreviation:R;partyName:Republican;startYear:1957;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:House of Representatives;congress:85;district:9;endYear:1959;memberType:Representative;startYear:1957;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:86;district:9;endYear:1961;memberType:Representative;startYear:1959;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:87;district:9;endYear:1963;memberType:Representative;startYear:1961;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:88;district:9;endYear:1965;memberType:Representative;startYear:1963;stateCode:MI;stateName:Michigan;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:MI;stateName:Michigan;chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:MI;stateName:Michigan;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:MI;stateName:Michigan;,89,https://api.congress.gov/v3/member/G000465/sponsored-legislation
G000388,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/g000388_200.jpg,"Gravel, Mike",Democratic,Alaska,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/G000388?format=json,1930,699,https://api.congress.gov/v3/member/G000388/cosponsored-legislation,Mike Gravel,MAURICE,MISSING,"Gravel, Mike",GRAVEL,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:Senate;congress:91;endYear:1971;memberType:Senator;startYear:1969;stateCode:AK;stateName:Alaska;chamber:Senate;congress:92;endYear:1973;memberType:Senator;startYear:1971;stateCode:AK;stateName:Alaska;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:AK;stateName:Alaska;chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:AK;stateName:Alaska;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:AK;stateName:Alaska;chamber:Senate;congress:96;endYear:1981;memberType:Senator;startYear:1979;stateCode:AK;stateName:Alaska;,187,https://api.congress.gov/v3/member/G000388/sponsored-legislation
G000352,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/g000352_200.jpg,"Graham, Bob",Democratic,Florida,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/G000352?format=json,1936,2376,https://api.congress.gov/v3/member/G000352/cosponsored-legislation,Bob Graham,DANIEL,MISSING,"Graham, Bob",GRAHAM,partyAbbreviation:D;partyName:Democratic;startYear:1987;,chamber:Senate;congress:100;endYear:1989;memberType:Senator;startYear:1987;stateCode:FL;stateName:Florida;chamber:Senate;congress:101;endYear:1991;memberType:Senator;startYear:1989;stateCode:FL;stateName:Florida;chamber:Senate;congress:102;endYear:1993;memberType:Senator;startYear:1991;stateCode:FL;stateName:Florida;chamber:Senate;congress:103;endYear:1995;memberType:Senator;startYear:1993;stateCode:FL;stateName:Florida;chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1995;stateCode:FL;stateName:Florida;chamber:Senate;congress:105;endYear:1999;memberType:Senator;startYear:1997;stateCode:FL;stateName:Florida;chamber:Senate;congress:106;endYear:2001;memberType:Senator;startYear:1999;stateCode:FL;stateName:Florida;chamber:Senate;congress:107;endYear:2003;memberType:Senator;startYear:2001;stateCode:FL;stateName:Florida;chamber:Senate;congress:108;endYear:2005;memberType:Senator;startYear:2003;stateCode:FL;stateName:Florida;,877,https://api.congress.gov/v3/member/G000352/sponsored-legislation
G000333,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/g000333_200.jpg,"Gorton, Slade",Republican,Washington,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/G000333?format=json,1928,2237,https://api.congress.gov/v3/member/G000333/cosponsored-legislation,Slade Gorton,THOMAS,MISSING,"Gorton, Slade",GORTON,partyAbbreviation:R;partyName:Republican;startYear:1981;,chamber:Senate;congress:97;endYear:1983;memberType:Senator;startYear:1981;stateCode:WA;stateName:Washington;chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:WA;stateName:Washington;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:WA;stateName:Washington;chamber:Senate;congress:101;endYear:1991;memberType:Senator;startYear:1989;stateCode:WA;stateName:Washington;chamber:Senate;congress:102;endYear:1993;memberType:Senator;startYear:1991;stateCode:WA;stateName:Washington;chamber:Senate;congress:103;endYear:1995;memberType:Senator;startYear:1993;stateCode:WA;stateName:Washington;chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1995;stateCode:WA;stateName:Washington;chamber:Senate;congress:105;endYear:1999;memberType:Senator;startYear:1997;stateCode:WA;stateName:Washington;chamber:Senate;congress:106;endYear:2001;memberType:Senator;startYear:1999;stateCode:WA;stateName:Washington;,616,https://api.congress.gov/v3/member/G000333/sponsored-legislation
G000267,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/g000267_200.jpg,"Goldwater, Barry",Republican,Arizona,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/G000267?format=json,1909,1219,https://api.congress.gov/v3/member/G000267/cosponsored-legislation,Barry Goldwater,BARRY,MISSING,"Goldwater, Barry",GOLDWATER,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;endYear:1965;partyAbbreviation:R;partyName:Republican;startYear:1963;endYear:1963;partyAbbreviation:R;partyName:Republican;startYear:1961;endYear:1961;partyAbbreviation:R;partyName:Republican;startYear:1959;endYear:1959;partyAbbreviation:R;partyName:Republican;startYear:1957;endYear:1957;partyAbbreviation:R;partyName:Republican;startYear:1955;endYear:1955;partyAbbreviation:R;partyName:Republican;startYear:1953;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:Senate;congress:83;endYear:1955;memberType:Senator;startYear:1953;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:84;endYear:1957;memberType:Senator;startYear:1955;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:85;endYear:1959;memberType:Senator;startYear:1957;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:86;endYear:1961;memberType:Senator;startYear:1959;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:87;endYear:1963;memberType:Senator;startYear:1961;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:88;endYear:1965;memberType:Senator;startYear:1963;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:91;endYear:1971;memberType:Senator;startYear:1969;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:92;endYear:1973;memberType:Senator;startYear:1971;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:96;endYear:1981;memberType:Senator;startYear:1979;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:97;endYear:1983;memberType:Senator;startYear:1981;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:AZ;stateName:Arizona;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:AZ;stateName:Arizona;,279,https://api.congress.gov/v3/member/G000267/sponsored-legislation
G000236,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/g000236_200.jpg,"Glenn, John H., Jr.",Democratic,Ohio,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/G000236?format=json,1921,2509,https://api.congress.gov/v3/member/G000236/cosponsored-legislation,John H. Glenn Jr.,JOHN,MISSING,"Glenn, John H., Jr.",GLENN,partyAbbreviation:D;partyName:Democratic;startYear:1975;,chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:OH;stateName:Ohio;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:OH;stateName:Ohio;chamber:Senate;congress:96;endYear:1981;memberType:Senator;startYear:1979;stateCode:OH;stateName:Ohio;chamber:Senate;congress:97;endYear:1983;memberType:Senator;startYear:1981;stateCode:OH;stateName:Ohio;chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:OH;stateName:Ohio;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:OH;stateName:Ohio;chamber:Senate;congress:100;endYear:1989;memberType:Senator;startYear:1987;stateCode:OH;stateName:Ohio;chamber:Senate;congress:101;endYear:1991;memberType:Senator;startYear:1989;stateCode:OH;stateName:Ohio;chamber:Senate;congress:102;endYear:1993;memberType:Senator;startYear:1991;stateCode:OH;stateName:Ohio;chamber:Senate;congress:103;endYear:1995;memberType:Senator;startYear:1993;stateCode:OH;stateName:Ohio;chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1995;stateCode:OH;stateName:Ohio;chamber:Senate;congress:105;endYear:1999;memberType:Senator;startYear:1997;stateCode:OH;stateName:Ohio;,636,https://api.congress.gov/v3/member/G000236/sponsored-legislation
G000072,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/g000072_200.jpg,"Garn, E. J. (Jake)",Republican,Utah,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/G000072?format=json,1932,2087,https://api.congress.gov/v3/member/G000072/cosponsored-legislation,E. J. (Jake) Garn,EDWIN,MISSING,"Garn, E. J. (Jake)",GARN,partyAbbreviation:R;partyName:Republican;startYear:1975;,chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:UT;stateName:Utah;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:UT;stateName:Utah;chamber:Senate;congress:96;endYear:1981;memberType:Senator;startYear:1979;stateCode:UT;stateName:Utah;chamber:Senate;congress:97;endYear:1983;memberType:Senator;startYear:1981;stateCode:UT;stateName:Utah;chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:UT;stateName:Utah;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:UT;stateName:Utah;chamber:Senate;congress:100;endYear:1989;memberType:Senator;startYear:1987;stateCode:UT;stateName:Utah;chamber:Senate;congress:101;endYear:1991;memberType:Senator;startYear:1989;stateCode:UT;stateName:Utah;chamber:Senate;congress:102;endYear:1993;memberType:Senator;startYear:1991;stateCode:UT;stateName:Utah;,386,https://api.congress.gov/v3/member/G000072/sponsored-legislation
F000401,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/f000401_200.jpg,"Fulbright, James",Democratic,Arkansas,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/F000401?format=json,1905,70,https://api.congress.gov/v3/member/F000401/cosponsored-legislation,James Fulbright,JAMES,MISSING,"Fulbright, James",FULBRIGHT,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;endYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1965;endYear:1965;partyAbbreviation:D;partyName:Democratic;startYear:1963;endYear:1963;partyAbbreviation:D;partyName:Democratic;startYear:1961;endYear:1961;partyAbbreviation:D;partyName:Democratic;startYear:1959;endYear:1959;partyAbbreviation:D;partyName:Democratic;startYear:1957;endYear:1957;partyAbbreviation:D;partyName:Democratic;startYear:1955;endYear:1955;partyAbbreviation:D;partyName:Democratic;startYear:1953;endYear:1953;partyAbbreviation:D;partyName:Democratic;startYear:1951;endYear:1951;partyAbbreviation:D;partyName:Democratic;startYear:1949;endYear:1949;partyAbbreviation:D;partyName:Democratic;startYear:1947;endYear:1947;partyAbbreviation:D;partyName:Democratic;startYear:1945;endYear:1945;partyAbbreviation:D;partyName:Democratic;startYear:1943;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:House of Representatives;congress:78;district:3;endYear:1945;memberType:Representative;startYear:1943;stateCode:AR;stateName:Arkansas;chamber:Senate;congress:79;endYear:1947;memberType:Senator;startYear:1945;stateCode:AR;stateName:Arkansas;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:AR;stateName:Arkansas;,51,https://api.congress.gov/v3/member/F000401/sponsored-legislation
F000439,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/f000439_200.jpg,"Frist, William H.",Republican,Tennessee,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/F000439?format=json,1952,959,https://api.congress.gov/v3/member/F000439/cosponsored-legislation,William H. Frist,WILLIAM,MISSING,"Frist, William H.",FRIST,partyAbbreviation:R;partyName:Republican;startYear:1995;,chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1995;stateCode:TN;stateName:Tennessee;chamber:Senate;congress:105;endYear:1999;memberType:Senator;startYear:1997;stateCode:TN;stateName:Tennessee;chamber:Senate;congress:106;endYear:2001;memberType:Senator;startYear:1999;stateCode:TN;stateName:Tennessee;chamber:Senate;congress:107;endYear:2003;memberType:Senator;startYear:2001;stateCode:TN;stateName:Tennessee;chamber:Senate;congress:108;endYear:2005;memberType:Senator;startYear:2003;stateCode:TN;stateName:Tennessee;chamber:Senate;congress:109;endYear:2007;memberType:Senator;startYear:2005;stateCode:TN;stateName:Tennessee;,548,https://api.congress.gov/v3/member/F000439/sponsored-legislation
F000438,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/f000438_200.jpg,"Frahm, Sheila",Republican,Kansas,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/F000438?format=json,1945,20,https://api.congress.gov/v3/member/F000438/cosponsored-legislation,Sheila Frahm,SHEILA,MISSING,"Frahm, Sheila",FRAHM,partyAbbreviation:R;partyName:Republican;startYear:1995;,chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1995;stateCode:KS;stateName:Kansas;,2,https://api.congress.gov/v3/member/F000438/sponsored-legislation
F000268,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/f000268_200.jpg,"Ford, Wendell H.",Democratic,Kentucky,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/F000268?format=json,1924,2259,https://api.congress.gov/v3/member/F000268/cosponsored-legislation,Wendell H. Ford,WENDELL,MISSING,"Ford, Wendell H.",FORD,partyAbbreviation:D;partyName:Democratic;startYear:1975;,chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:95;endYear:1979;memberType:Senator;startYear:1977;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:96;endYear:1981;memberType:Senator;startYear:1979;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:97;endYear:1983;memberType:Senator;startYear:1981;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:98;endYear:1985;memberType:Senator;startYear:1983;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:100;endYear:1989;memberType:Senator;startYear:1987;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:101;endYear:1991;memberType:Senator;startYear:1989;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:102;endYear:1993;memberType:Senator;startYear:1991;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:103;endYear:1995;memberType:Senator;startYear:1993;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1995;stateCode:KY;stateName:Kentucky;chamber:Senate;congress:105;endYear:1999;memberType:Senator;startYear:1997;stateCode:KY;stateName:Kentucky;,773,https://api.congress.gov/v3/member/F000268/sponsored-legislation
F000245,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/f000245_200.jpg,"Fong, Hiram L.",Republican,Hawaii,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/F000245?format=json,1906,130,https://api.congress.gov/v3/member/F000245/cosponsored-legislation,Hiram L. Fong,HIRAM,MISSING,"Fong, Hiram L.",FONG,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;endYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1967;endYear:1967;partyAbbreviation:R;partyName:Republican;startYear:1965;endYear:1965;partyAbbreviation:R;partyName:Republican;startYear:1963;endYear:1963;partyAbbreviation:R;partyName:Republican;startYear:1961;endYear:1961;partyAbbreviation:R;partyName:Republican;startYear:1959;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:Senate;congress:86;endYear:1961;memberType:Senator;startYear:1959;stateCode:HI;stateName:Hawaii;chamber:Senate;congress:87;endYear:1963;memberType:Senator;startYear:1961;stateCode:HI;stateName:Hawaii;chamber:Senate;congress:88;endYear:1965;memberType:Senator;startYear:1963;stateCode:HI;stateName:Hawaii;chamber:Senate;congress:89;endYear:1967;memberType:Senator;startYear:1965;stateCode:HI;stateName:Hawaii;chamber:Senate;congress:90;endYear:1969;memberType:Senator;startYear:1967;stateCode:HI;stateName:Hawaii;chamber:Senate;congress:91;endYear:1971;memberType:Senator;startYear:1969;stateCode:HI;stateName:Hawaii;chamber:Senate;congress:92;endYear:1973;memberType:Senator;startYear:1971;stateCode:HI;stateName:Hawaii;chamber:Senate;congress:93;endYear:1975;memberType:Senator;startYear:1973;stateCode:HI;stateName:Hawaii;chamber:Senate;congress:94;endYear:1977;memberType:Senator;startYear:1975;stateCode:HI;stateName:Hawaii;,116,https://api.congress.gov/v3/member/F000245/sponsored-legislation
F000061,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/f000061_200.jpg,"Feingold, Russell D.",Democratic,Wisconsin,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/F000061?format=json,1953,2657,https://api.congress.gov/v3/member/F000061/cosponsored-legislation,Russell D. Feingold,RUSSELL,MISSING,"Feingold, Russell D.",FEINGOLD,partyAbbreviation:D;partyName:Democratic;startYear:1993;,chamber:Senate;congress:103;endYear:1995;memberType:Senator;startYear:1993;stateCode:WI;stateName:Wisconsin;chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1995;stateCode:WI;stateName:Wisconsin;chamber:Senate;congress:105;endYear:1999;memberType:Senator;startYear:1997;stateCode:WI;stateName:Wisconsin;chamber:Senate;congress:106;endYear:2001;memberType:Senator;startYear:1999;stateCode:WI;stateName:Wisconsin;chamber:Senate;congress:107;endYear:2003;memberType:Senator;startYear:2001;stateCode:WI;stateName:Wisconsin;chamber:Senate;congress:108;endYear:2005;memberType:Senator;startYear:2003;stateCode:WI;stateName:Wisconsin;chamber:Senate;congress:109;endYear:2007;memberType:Senator;startYear:2005;stateCode:WI;stateName:Wisconsin;chamber:Senate;congress:110;endYear:2009;memberType:Senator;startYear:2007;stateCode:WI;stateName:Wisconsin;chamber:Senate;congress:111;endYear:2011;memberType:Senator;startYear:2009;stateCode:WI;stateName:Wisconsin;,1173,https://api.congress.gov/v3/member/F000061/sponsored-legislation
